13386,91420,2/23/1986,Technique Leader,Khosrow,Sgarro
13389,40000,3/23/1988,Senior Staff,Divine,Cmelik
13392,69221,8/26/1988,Staff,Fumitake,Beidas
13396,40000,3/29/1994,Senior Staff,Chuanyi,Aumann
13402,40000,9/12/1999,Engineer,Augustine,Dulli
13405,60799,5/10/1990,Senior Staff,Randy,Baba
13407,60348,10/3/1992,Engineer,Gio,Chenoweth
13408,52479,7/25/1995,Engineer,Sreekrishna,Lagarias
13415,61838,4/25/1991,Technique Leader,Nathalie,Speer
13576,73022,8/29/1992,Staff,Jungsoon,Engberts
13422,59466,1/17/1988,Engineer,Vishwani,Gerlach
13442,40000,6/16/1987,Staff,Giordano,Miake
13578,62885,5/22/1994,Technique Leader,Tadahiko,Christianini
13605,70404,9/29/1985,Staff,Dmitry,Encarnacion
13443,40000,12/26/1990,Engineer,Mayuko,Puppo
